Time_sec,MoCap_Elbow_Angle,Optimized_Angle,Filtered_Net_A
0.023999929428100586,0.5653670219314829,1.2217304763960306,0.0
0.024499893188476562,0.5653670219314829,1.2217304763960306,0.0
0.02500009536743164,0.5653670219314829,1.2217304763960306,0.0
0.025500059127807617,0.5653670219314829,1.2217304763960306,0.0
0.026000022888183594,0.5653670219314829,1.2217304763960306,0.0
0.02649998664855957,0.5653670219314829,1.2217304763960306,0.0
0.026999950408935547,0.5653670219314829,1.2217304763960306,0.0
0.027499914169311523,0.5653670219314829,1.2217304763960306,0.0
0.0280001163482666,0.5653670219314829,1.2217304763960306,0.0
0.028500080108642578,0.5653670219314829,1.2217304763960306,0.0
0.029000043869018555,0.5653670219314829,1.2217304763960306,0.0
0.02950000762939453,0.5653670219314829,1.2217304763960306,0.0
0.029999971389770508,0.5653670219314829,1.2217304763960306,0.0
0.030499935150146484,0.5653670219314829,1.2217304763960306,0.0
0.03099989891052246,0.5653670219314829,1.2217304763960306,0.0
0.03150010108947754,0.5653670219314829,1.2217304763960306,0.0
0.032000064849853516,0.5653670219314829,1.2217304763960306,0.0
0.03250002861022949,0.5653670219314829,1.2217304763960306,0.0
0.03299999237060547,0.5653670219314829,1.2217304763960306,0.0
0.033499956130981445,0.5653670219314829,1.2217304763960306,0.0
0.03399991989135742,0.5653670219314829,1.2217304763960306,0.0
0.0344998836517334,0.5653670219314829,1.2217304763960306,0.0
0.03500008583068848,0.5653670219314829,1.2217304763960306,0.0
0.03550004959106445,0.5653670219314829,1.2217304763960306,0.0
0.03600001335144043,0.5653670219314829,1.2217304763960306,0.0
0.036499977111816406,0.5653670219314829,1.2217304763960306,0.0
0.03699994087219238,0.5653670219314829,1.2217304763960306,0.0
0.03749990463256836,0.5653670219314829,1.2217304763960306,0.0
0.03800010681152344,0.5653670219314829,1.2217304763960306,0.0
0.038500070571899414,0.5653670219314829,1.2217304763960306,0.0
0.03900003433227539,0.5653670219314829,1.2217304763960306,0.0
0.03949999809265137,0.5653670219314829,1.2217304763960306,0.0
0.039999961853027344,0.5653670219314829,1.2217304763960306,0.0
0.04049992561340332,0.5653670219314829,1.2217304763960306,0.0
0.0409998893737793,0.5653670219314829,1.2217304763960306,0.0
0.041500091552734375,0.5653670219314829,1.2217304763960306,0.0
0.04200005531311035,0.5653670219314829,1.2217304763960306,0.0
0.04250001907348633,0.5653670219314829,1.2217304763960306,0.0
0.042999982833862305,0.5653670219314829,1.2217304763960306,0.0
0.04349994659423828,0.5653670219314829,1.2217304763960306,0.0
0.04399991035461426,0.5653670219314829,1.2217304763960306,0.0
0.044500112533569336,0.5653670219314829,1.2217304763960306,0.0
0.04500007629394531,0.5653670219314829,1.2217304763960306,0.0
0.04550004005432129,0.5653670219314829,1.2217304763960306,0.0
0.046000003814697266,0.5653670219314829,1.2217304763960306,0.0
0.04649996757507324,0.5653670219314829,1.2217304763960306,0.0
0.04699993133544922,0.5653670219314829,1.2217304763960306,0.0
0.047499895095825195,0.5653670219314829,1.2217304763960306,0.0
0.04800009727478027,0.5653670219314829,1.2217304763960306,0.0
0.04850006103515625,0.5653670219314829,1.2217304763960306,0.0
0.04900002479553223,0.5653670219314829,1.2217304763960306,0.0
0.0494999885559082,0.5653670219314829,1.2217304763960306,0.0
0.04999995231628418,0.5653670219314829,1.2217304763960306,0.0
0.050499916076660156,0.5653670219314829,1.2217304763960306,0.0
0.051000118255615234,0.5653670219314829,1.2217304763960306,0.0
0.05150008201599121,0.5653670219314829,1.2217304763960306,0.0
0.05200004577636719,0.5653670219314829,1.2217304763960306,0.0
0.052500009536743164,0.5653670219314829,1.2217304763960306,0.0
0.05299997329711914,0.5653670219314829,1.2217304763960306,0.0
0.05349993705749512,0.5653670219314829,1.2217304763960306,0.0
0.053999900817871094,0.5653670219314829,1.2217304763960306,0.0
0.05450010299682617,0.5653670219314829,1.2217304763960306,0.0
0.05500006675720215,0.5653670219314829,1.2217304763960306,0.0
0.055500030517578125,0.5653670219314829,1.2217304763960306,0.0
0.0559999942779541,0.5653670219314829,1.2217304763960306,0.0
0.05649995803833008,0.5653670219314829,1.2217304763960306,0.0
0.056999921798706055,0.5653670219314829,1.2217304763960306,0.0
0.05749988555908203,0.5653670219314829,1.2217304763960306,0.0
0.05800008773803711,0.5653670219314829,1.2217304763960306,0.0
0.058500051498413086,0.5653670219314829,1.2217304763960306,0.0
0.05900001525878906,0.5653670219314829,1.2217304763960306,0.0
0.05949997901916504,0.5653670219314829,1.2217304763960306,0.0
0.059999942779541016,0.5653670219314829,1.2217304763960306,0.0
0.06049990653991699,0.5653670219314829,1.2217304763960306,0.0
0.06100010871887207,0.5653670219314829,1.2217304763960306,0.0
0.06150007247924805,0.5653670219314829,1.2217304763960306,0.0
0.06200003623962402,0.5653670219314829,1.2217304763960306,0.0
0.0625,0.5653670219314829,1.2217304763960306,0.0
0.06299996376037598,0.5653670219314829,1.2217304763960306,0.0
0.06349992752075195,0.5653670219314829,1.2217304763960306,0.0
0.06399989128112793,0.5653670219314829,1.2217304763960306,0.0
0.06450009346008301,0.5653670219314829,1.2217304763960306,0.0
0.06500005722045898,0.5653670219314829,1.2217304763960306,0.0
0.06550002098083496,0.5653670219314829,1.2217304763960306,0.0
0.06599998474121094,0.5653670219314829,1.2217304763960306,0.0
0.06649994850158691,0.5653670219314829,1.2217304763960306,0.0
0.06699991226196289,0.5653670219314829,1.2217304763960306,0.0
0.06750011444091797,0.5653670219314829,1.2217304763960306,0.0
0.06800007820129395,0.5653670219314829,1.2217304763960306,0.0
0.06850004196166992,0.5653670219314829,1.2217304763960306,0.0
0.0690000057220459,0.5653670219314829,1.2217304763960306,0.0
0.06949996948242188,0.5653670219314829,1.2217304763960306,0.0
0.06999993324279785,0.5653670219314829,1.2217304763960306,0.0
0.07049989700317383,0.5653670219314829,1.2217304763960306,0.0
0.0710000991821289,0.5653670219314829,1.2217304763960306,0.0
0.07150006294250488,0.5653670219314829,1.2217304763960306,0.0
0.07200002670288086,0.5653670219314829,1.2217304763960306,0.0
0.07249999046325684,0.5653670219314829,1.2217304763960306,0.0
0.07299995422363281,0.5653670219314829,1.2217304763960306,0.0
0.07349991798400879,0.5653670219314829,1.2217304763960306,0.0
0.07399988174438477,0.5653670219314829,1.2217304763960306,0.0
0.07450008392333984,0.5653670219314829,1.2217304763960306,0.0
0.07500004768371582,0.5653670219314829,1.2217304763960306,0.0
0.0755000114440918,0.5653670219314829,1.2217304763960306,0.0
0.07599997520446777,0.5653670219314829,1.2217304763960306,0.0
0.07649993896484375,0.5653670219314829,1.2217304763960306,0.0
0.07699990272521973,0.5653670219314829,1.2217304763960306,0.0
0.0775001049041748,0.5653670219314829,1.2217304763960306,0.0
0.07800006866455078,0.5653670219314829,1.2217304763960306,0.0
0.07850003242492676,0.5653670219314829,1.2217304763960306,0.0
0.07899999618530273,0.5653670219314829,1.2217304763960306,0.0
0.07949995994567871,0.5653670219314829,1.2217304763960306,0.0
0.07999992370605469,0.5653670219314829,1.2217304763960306,0.0
0.08049988746643066,0.5653670219314829,1.2217304763960306,0.0
0.08100008964538574,0.5653670219314829,1.2217304763960306,0.0
0.08150005340576172,0.5653670219314829,1.2217304763960306,0.0
0.0820000171661377,0.5653670219314829,1.2217304763960306,0.0
0.08249998092651367,0.5653670219314829,1.2217304763960306,0.0
0.08299994468688965,0.5653670219314829,1.2217304763960306,0.0
0.08349990844726562,0.5653670219314829,1.2217304763960306,0.0
0.0840001106262207,0.5653670219314829,1.2217304763960306,0.0
0.08450007438659668,0.5653670219314829,1.2217304763960306,0.0
0.08500003814697266,0.5653670219314829,1.2217304763960306,0.0
0.08550000190734863,0.5653670219314829,1.2217304763960306,0.0
0.08599996566772461,0.5653670219314829,1.2217304763960306,0.0
0.08649992942810059,0.5653670219314829,1.2217304763960306,0.0
0.08699989318847656,0.5653670219314829,1.2217304763960306,0.0
0.08750009536743164,0.5653670219314829,1.2217304763960306,0.0
0.08800005912780762,0.5653670219314829,1.2217304763960306,0.0
0.0885000228881836,0.5653670219314829,1.2217304763960306,0.0
0.08899998664855957,0.5653670219314829,1.2217304763960306,0.0
0.08949995040893555,0.5653670219314829,1.2217304763960306,0.0
0.08999991416931152,0.5653670219314829,1.2217304763960306,0.0
0.0905001163482666,0.5653670219314829,1.2217304763960306,0.0
0.09100008010864258,0.5653670219314829,1.2217304763960306,0.0
0.09150004386901855,0.5653670219314829,1.2217304763960306,0.0
0.09200000762939453,0.5653670219314829,1.2217304763960306,0.0
0.09249997138977051,0.5653670219314829,1.2217304763960306,0.0
0.09299993515014648,0.5653670219314829,1.2217304763960306,0.0
0.09349989891052246,0.5653670219314829,1.2217304763960306,0.0
0.09400010108947754,0.5653670219314829,1.2217304763960306,0.0
0.09450006484985352,0.5653670219314829,1.2217304763960306,0.0
0.09500002861022949,0.5653670219314829,1.2217304763960306,0.0
0.09549999237060547,0.5653670219314829,1.2217304763960306,0.0
0.09599995613098145,0.5653670219314829,1.2217304763960306,0.0
0.09649991989135742,0.5653670219314829,1.2217304763960306,0.0
0.0969998836517334,0.5653670219314829,1.2217304763960306,0.0
0.09750008583068848,0.5653670219314829,1.2217304763960306,0.0
0.09800004959106445,0.5653670219314829,1.2217304763960306,0.0
0.09850001335144043,0.5653670219314829,1.2217304763960306,0.0
0.0989999771118164,0.5653670219314829,1.2217304763960306,0.0
0.09949994087219238,0.5653670219314829,1.2217304763960306,0.0
0.09999990463256836,0.5653670219314829,1.2217304763960306,0.0
0.10050010681152344,0.5653670219314829,1.2217304763960306,0.0
0.10100007057189941,0.5653670219314829,1.2217304763960306,0.0
0.10150003433227539,0.5653670219314829,1.2217304763960306,0.0
0.10199999809265137,0.5653670219314829,1.2217304763960306,0.0
0.10249996185302734,0.5653670219314829,1.2217304763960306,0.0
0.10299992561340332,0.5653670219314829,1.2217304763960306,0.0
0.1034998893737793,0.5653670219314829,1.2217304763960306,0.0
0.10400009155273438,0.5653670219314829,1.2217304763960306,0.0
0.10450005531311035,0.5653670219314829,1.2217304763960306,0.0
0.10500001907348633,0.5653670219314829,1.2217304763960306,0.0
0.1054999828338623,0.5653670219314829,1.2217304763960306,0.0
0.10599994659423828,0.5653670219314829,1.2217304763960306,0.0
0.10649991035461426,0.5653670219314829,1.2217304763960306,0.0
0.10700011253356934,0.5653670219314829,1.2217304763960306,0.0
0.10750007629394531,0.5653670219314829,1.2217304763960306,0.0
0.10800004005432129,0.5653670219314829,1.2217304763960306,0.0
0.10850000381469727,0.5653670219314829,1.2217304763960306,0.0
0.10899996757507324,0.5653670219314829,1.2217304763960306,0.0
0.10949993133544922,0.5653670219314829,1.2217304763960306,0.0
0.1099998950958252,0.5653670219314829,1.2217304763960306,0.0
0.11050009727478027,0.5653670219314829,1.2217304763960306,0.0
0.11100006103515625,0.5653670219314829,1.2217304763960306,0.0
0.11150002479553223,0.5653670219314829,1.2217304763960306,0.0
0.1119999885559082,0.5653670219314829,1.2217304763960306,0.0
0.11249995231628418,0.5653670219314829,1.2217304763960306,0.0
0.11299991607666016,0.5653670219314829,1.2217304763960306,0.0
0.11350011825561523,0.5653670219314829,1.2217304763960306,0.0
0.11400008201599121,0.5653670219314829,1.2217304763960306,0.0
0.11450004577636719,0.5653670219314829,1.2217304763960306,0.0
0.11500000953674316,0.5653670219314829,1.2217304763960306,0.0
0.11549997329711914,0.5653670219314829,1.2217304763960306,0.0
0.11599993705749512,0.5653670219314829,1.2217304763960306,0.0
0.1164999008178711,0.5653670219314829,1.2217304763960306,0.0
0.11700010299682617,0.5653670219314829,1.2217304763960306,0.0
0.11750006675720215,0.5653670219314829,1.2217304763960306,0.0
0.11800003051757812,0.5653670219314829,1.2217304763960306,0.0
0.1184999942779541,0.5653670219314829,1.2217304763960306,0.0
0.11899995803833008,0.5653670219314829,1.2217304763960306,0.0
0.11949992179870605,0.5653670219314829,1.2217304763960306,0.0
0.11999988555908203,0.5653670219314829,1.2217304763960306,0.0
0.12050008773803711,0.5653670219314829,1.2217304763960306,0.0
0.12100005149841309,0.5653670219314829,1.2217304763960306,0.0
0.12150001525878906,0.5653670219314829,1.2217304763960306,0.0
0.12199997901916504,0.5653670219314829,1.2217304763960306,0.0
0.12249994277954102,0.5653670219314829,1.2217304763960306,0.0
0.12299990653991699,0.5653670219314829,1.2217304763960306,0.0
0.12350010871887207,0.5653670219314829,1.2217304763960306,0.0
0.12400007247924805,0.5653670219314829,1.2217304763960306,0.0
0.12450003623962402,0.5653670219314829,1.2217304763960306,0.0
0.125,0.5653670219314829,1.2217304763960306,0.0
0.12549996376037598,0.5653670219314829,1.2217304763960306,0.0
0.12599992752075195,0.5653670219314829,1.2217304763960306,0.0
0.12649989128112793,0.5653670219314829,1.2217304763960306,0.0
0.127000093460083,0.5653670219314829,1.2217304763960306,0.0
0.12750005722045898,0.5653670219314829,1.2217304763960306,0.0
0.12800002098083496,0.5653670219314829,1.2217304763960306,0.0
0.12849998474121094,0.5653670219314829,1.2217304763960306,0.0
0.12899994850158691,0.5653670219314829,1.2217304763960306,0.0
0.1294999122619629,0.5653670219314829,1.2217304763960306,0.0
0.13000011444091797,0.5653670219314829,1.2217304763960306,0.0
0.13050007820129395,0.5653670219314829,1.2217304763960306,0.0
0.13100004196166992,0.5653670219314829,1.2217304763960306,0.0
0.1315000057220459,0.5653670219314829,1.2217304763960306,0.0
0.13199996948242188,0.5653670219314829,1.2217304763960306,0.0
0.13249993324279785,0.5653670219314829,1.2217304763960306,0.0
0.13299989700317383,0.5653670219314829,1.2217304763960306,0.0
0.1335000991821289,0.5653670219314829,1.2217304763960306,0.0
0.13400006294250488,0.5653670219314829,1.2217304763960306,0.0
0.13450002670288086,0.5653670219314829,1.2217304763960306,0.0
0.13499999046325684,0.5653670219314829,1.2217304763960306,0.0
0.1354999542236328,0.5653670219314829,1.2217304763960306,0.0
0.1359999179840088,0.5653670219314829,1.2217304763960306,0.0
0.13649988174438477,0.5653670219314829,1.2217304763960306,0.0
0.13700008392333984,0.5653670219314829,1.2217304763960306,0.0
0.13750004768371582,0.5653670219314829,1.2217304763960306,0.0
0.1380000114440918,0.5653670219314829,1.2217304763960306,0.0
0.13849997520446777,0.5653670219314829,1.2217304763960306,0.0
0.13899993896484375,0.5653670219314829,1.2217304763960306,0.0
0.13949990272521973,0.5653670219314829,1.2217304763960306,0.0
0.1400001049041748,0.5653670219314829,1.2217304763960306,0.0
0.14050006866455078,0.5653670219314829,1.2217304763960306,0.0
0.14100003242492676,0.5653670219314829,1.2217304763960306,0.0
0.14149999618530273,0.5653670219314829,1.2217304763960306,0.0
0.1419999599456787,0.5653670219314829,1.2217304763960306,0.0
0.1424999237060547,0.5653670219314829,1.2217304763960306,0.0
0.14299988746643066,0.5653670219314829,1.2217304763960306,0.0
0.14350008964538574,0.5653670219314829,1.2217304763960306,0.0
0.14400005340576172,0.5653670219314829,1.2217304763960306,0.0
0.1445000171661377,0.5653670219314829,1.2217304763960306,0.0
0.14499998092651367,0.5653670219314829,1.2217304763960306,0.0
0.14549994468688965,0.5653670219314829,1.2217304763960306,0.0
0.14599990844726562,0.5653670219314829,1.2217304763960306,0.0
0.1465001106262207,0.5653670219314829,1.2217304763960306,0.0
0.14700007438659668,0.5653670219314829,1.2217304763960306,0.0
0.14750003814697266,0.5653670219314829,1.2217304763960306,0.0
0.14800000190734863,0.5653670219314829,1.2217304763960306,0.0
0.1484999656677246,0.5653670219314829,1.2217304763960306,0.0
0.14899992942810059,0.5653670219314829,1.2217304763960306,0.0
0.14949989318847656,0.5653670219314829,1.2217304763960306,0.0
0.15000009536743164,0.5653670219314829,1.2217304763960306,0.0
0.15050005912780762,0.5653670219314829,1.2217304763960306,0.0
0.1510000228881836,0.5653670219314829,1.2217304763960306,0.0
0.15149998664855957,0.5653670219314829,1.2217304763960306,0.0
0.15199995040893555,0.5653670219314829,1.2217304763960306,0.0
0.15249991416931152,0.5653670219314829,1.2217304763960306,0.0
0.1530001163482666,0.5653670219314829,1.2217304763960306,0.0
0.15350008010864258,0.5653670219314829,1.2217304763960306,0.0
0.15400004386901855,0.5653670219314829,1.2217304763960306,0.0
0.15450000762939453,0.5653670219314829,1.2217304763960306,0.0
0.1549999713897705,0.5653670219314829,1.2217304763960306,0.0
0.15549993515014648,0.5653670219314829,1.2217304763960306,0.0
0.15599989891052246,0.5653670219314829,1.2217304763960306,0.0
0.15650010108947754,0.5653670219314829,1.2217304763960306,0.0
0.15700006484985352,0.5653670219314829,1.2217304763960306,0.0
0.1575000286102295,0.5653670219314829,1.2217304763960306,0.0
0.15799999237060547,0.5653670219314829,1.2217304763960306,0.0
0.15849995613098145,0.5653670219314829,1.2217304763960306,0.0
0.15899991989135742,0.5653670219314829,1.2217304763960306,0.0
0.1594998836517334,0.5653670219314829,1.2217304763960306,0.0
0.16000008583068848,0.5653670219314829,1.2217304763960306,0.0
0.16050004959106445,0.5653670219314829,1.2217304763960306,0.0
0.16100001335144043,0.5653670219314829,1.2217304763960306,0.0
0.1614999771118164,0.5653670219314829,1.2217304763960306,0.0
0.16199994087219238,0.5653670219314829,1.2217304763960306,0.0
0.16249990463256836,0.5653670219314829,1.2217304763960306,0.0
0.16300010681152344,0.5653670219314829,1.2217304763960306,0.0
0.16350007057189941,0.5653670219314829,1.2217304763960306,0.0
0.1640000343322754,0.5653670219314829,1.2217304763960306,0.0
0.16449999809265137,0.5653670219314829,1.2217304763960306,0.0
0.16499996185302734,0.5653670219314829,1.2217304763960306,0.0
0.16549992561340332,0.5653670219314829,1.2217304763960306,0.0
0.1659998893737793,0.5653670219314829,1.2217304763960306,0.0
0.16650009155273438,0.5653670219314829,1.2217304763960306,0.0
0.16700005531311035,0.5653670219314829,1.2217304763960306,0.0
0.16750001907348633,0.5653670219314829,1.2217304763960306,0.0
0.1679999828338623,0.5653670219314829,1.2217304763960306,0.0
0.16849994659423828,0.5653670219314829,1.2217304763960306,0.0
0.16899991035461426,0.5653670219314829,1.2217304763960306,0.0
0.16950011253356934,0.5653670219314829,1.2217304763960306,0.0
0.1700000762939453,0.5653670219314829,1.2217304763960306,0.0
0.1705000400543213,0.5653670219314829,1.2217304763960306,0.0
0.17100000381469727,0.5653670219314829,1.2217304763960306,0.0
0.17149996757507324,0.5653670219314829,1.2217304763960306,0.0
0.17199993133544922,0.5653670219314829,1.2217304763960306,0.0
0.1724998950958252,0.5653670219314829,1.2217304763960306,0.0
0.17300009727478027,0.5653670219314829,1.2217304763960306,0.0
0.17350006103515625,0.5653670219314829,1.2217304763960306,0.0
0.17400002479553223,0.5653670219314829,1.2217304763960306,0.0
0.1744999885559082,0.5653670219314829,1.2217304763960306,0.0
0.17499995231628418,0.5653670219314829,1.2217304763960306,0.0
0.17549991607666016,0.5653670219314829,1.2217304763960306,0.0
0.17600011825561523,0.5653670219314829,1.2217304763960306,0.0
0.1765000820159912,0.5653670219314829,1.2217304763960306,0.0
0.1770000457763672,0.5653670219314829,1.2217304763960306,0.0
0.17750000953674316,0.5653670219314829,1.2217304763960306,0.0
0.17799997329711914,0.5653670219314829,1.2217304763960306,0.0
0.17849993705749512,0.5653670219314829,1.2217304763960306,0.0
0.1789999008178711,0.5653670219314829,1.2217304763960306,0.0
0.17950010299682617,0.5653670219314829,1.2217304763960306,0.0
0.18000006675720215,0.5653670219314829,1.2217304763960306,0.0
0.18050003051757812,0.5653670219314829,1.2217304763960306,0.0
0.1809999942779541,0.5653670219314829,1.2217304763960306,0.0
0.18149995803833008,0.5653670219314829,1.2217304763960306,0.0
0.18199992179870605,0.5653670219314829,1.2217304763960306,0.0
0.18249988555908203,0.5653670219314829,1.2217304763960306,0.0
0.1830000877380371,0.5653670219314829,1.2217304763960306,0.0
0.18350005149841309,0.5653670219314829,1.2217304763960306,0.0
0.18400001525878906,0.5653670219314829,1.2217304763960306,0.0
0.18449997901916504,0.5653670219314829,1.2217304763960306,0.0
0.18499994277954102,0.5653670219314829,1.2217304763960306,0.0
0.185499906539917,0.5653670219314829,1.2217304763960306,0.0
0.18600010871887207,0.5653670219314829,1.2217304763960306,0.0
0.18650007247924805,0.5653670219314829,1.2217304763960306,0.0
0.18700003623962402,0.5653670219314829,1.2217304763960306,0.0
0.1875,0.5653670219314829,1.2217304763960306,0.0
0.18799996376037598,0.5653670219314829,1.2217304763960306,0.0
0.18849992752075195,0.5653670219314829,1.2217304763960306,0.0
0.18899989128112793,0.5653670219314829,1.2217304763960306,0.0
0.189500093460083,0.5653670219314829,1.2217304763960306,0.0
0.19000005722045898,0.5653670219314829,1.2217304763960306,0.0
0.19050002098083496,0.5653670219314829,1.2217304763960306,0.0
0.19099998474121094,0.5653670219314829,1.2217304763960306,0.0
0.19149994850158691,0.5653670219314829,1.2217304763960306,0.0
0.1919999122619629,0.5653670219314829,1.2217304763960306,0.0
0.19250011444091797,0.5653670219314829,1.2217304763960306,0.0
0.19300007820129395,0.5653670219314829,1.2217304763960306,0.0
0.19350004196166992,0.5653670219314829,1.2217304763960306,0.0
0.1940000057220459,0.5653670219314829,1.2217304763960306,0.0
0.19449996948242188,0.5653670219314829,1.2217304763960306,0.0
0.19499993324279785,0.5653670219314829,1.2217304763960306,0.0
0.19549989700317383,0.5653670219314829,1.2217304763960306,0.0
0.1960000991821289,0.5653670219314829,1.2217304763960306,0.0
0.19650006294250488,0.5653670219314829,1.2217304763960306,0.0
0.19700002670288086,0.5653670219314829,1.2217304763960306,0.0
0.19749999046325684,0.5653670219314829,1.2217304763960306,0.0
0.1979999542236328,0.5653670219314829,1.2217304763960306,0.0
0.1984999179840088,0.5653670219314829,1.2217304763960306,0.0
0.19899988174438477,0.5653670219314829,1.2217304763960306,0.0
0.19950008392333984,0.5653670219314829,1.2217304763960306,0.0
0.20000004768371582,0.5653670219314829,1.2217304763960306,0.0
0.2005000114440918,0.5653670219314829,1.2217304763960306,0.0
0.20099997520446777,0.5653670219314829,1.2217304763960306,0.0
0.20149993896484375,0.5653670219314829,1.2217304763960306,0.0
0.20199990272521973,0.5653670219314829,1.2217304763960306,0.0
0.2025001049041748,0.5653670219314829,1.2217304763960306,0.0
0.20300006866455078,0.5653670219314829,1.2217304763960306,0.0
0.20350003242492676,0.5653670219314829,1.2217304763960306,0.0
0.20399999618530273,0.5653670219314829,1.2217304763960306,0.0
0.2044999599456787,0.5653670219314829,1.2217304763960306,0.0
0.2049999237060547,0.5653670219314829,1.2217304763960306,0.0
0.20549988746643066,0.5653670219314829,1.2217304763960306,0.0
0.20600008964538574,0.5653670219314829,1.2217304763960306,0.0
0.20650005340576172,0.5653723431184028,1.2217304763960306,0.0
0.2070000171661377,0.5653776643053225,1.2217304763960306,0.0
0.20749998092651367,0.5653829854922424,1.2217304763960306,0.0
0.20799994468688965,0.5653883066791622,1.2217304763960306,0.0
0.20849990844726562,0.565393627866082,1.2217304763960306,0.0
0.2090001106262207,0.5653989515905254,1.2217304763960306,0.0
0.20950007438659668,0.5654042727774453,1.2217304763960306,0.0
0.21000003814697266,0.5654095939643651,1.2217304763960306,0.0
0.21050000190734863,0.565414915151285,1.2217304763960306,0.0
0.2109999656677246,0.5654202363382048,1.2217304763960306,0.0
0.21149992942810059,0.5654262154281544,1.2217304763960306,0.0
0.21199989318847656,0.5654321948319891,1.2217304763960306,0.0
0.21250009536743164,0.5654381770872324,1.2217304763960306,0.0
0.21300005912780762,0.5654441564910672,1.2217304763960306,0.0
0.2135000228881836,0.5654501358949019,1.2217304763960306,0.0
0.21399998664855957,0.5654561152987366,1.2217304763960306,0.0
0.21449995040893555,0.5654620947025712,1.2217304763960306,0.0
0.21499991416931152,0.565468074106406,1.2217304763960306,0.0
0.2155001163482666,0.5654740563616493,1.2217304763960306,0.0
0.21600008010864258,0.565480035765484,1.2217304763960306,0.0
0.21650004386901855,0.5654844412375665,1.2217304763960306,0.0
0.21700000762939453,0.5654888467096489,1.2217304763960306,0.0
0.2174999713897705,0.5654932521817314,1.2217304763960306,0.0
0.21799993515014648,0.5654976576538139,1.2217304763960306,0.0
0.21849989891052246,0.5655020631258962,1.2217304763960306,0.0
0.21900010108947754,0.5655064706988238,1.2217304763960306,0.0
0.21950006484985352,0.5655108761709062,1.2217304763960306,0.0
0.2200000286102295,0.5655152816429887,1.2217304763960306,0.0
0.22049999237060547,0.5655196871150712,1.2217304763960306,0.0
0.22099995613098145,0.5655240925871536,1.2217304763960306,0.0
0.22149991989135742,0.5655322611569334,1.2217304763960306,0.0
0.2219998836517334,0.5655404315220843,1.2217304763960306,0.0
0.22250008583068848,0.5655486057834512,1.2217304763960306,0.0
0.22300004959106445,0.5655567761486021,1.2217304763960306,0.0
0.22350001335144043,0.565564946513753,1.2217304763960306,0.0
0.2239999771118164,0.5655731168789038,1.2217304763960306,0.0
